episode_id,collection_id,show_name,stratum,episode_title,episode_description,gold_has_guests,gold_names,
3bf34e4b3970c895,1386375601,The Ben Ferguson Podcast,large,Harris is a Radical Marxist no MATTER what the Lying Media Says,See omnystudio.com/listener for privacy information.,NO,,
8946b367db287067,1767877239,No Gods No Mayors,small,PREVIEW: Francis Suarez,"Greetings, citizens! This week, we cover Miami's ""Bitcoin Mayor,"" Mr. ""How Can I Help?"" himself, Francis Suarez. This is a bonus episode! You can slot exactly 1 MiamiCoin into the podcast machine* in order to receive this episode. (* - 5 dollars into nogodsnomayors.com )",YES,Francis Suarez,
40b345be2a5ce188,73331636,The Brian Lehrer Show,large,WNBA Players Say 'Pay Us What You Owe Us',"Myles Ehrlich , WNBA senior writer covering the New York Liberty for Winsidr.com and co-host of the podcast ""Pull Up with Myles and Owen,"" talks about ongoing negotiations between WNBA players and owners, where owners say the league is not yet profitable, despite a boom in growth and popularity, and players say they deserve more of a share of the revenue. Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data for advertising.",YES,Myles Ehrlich,
c282fcd1080842dc,929121341,Louder with Crowder,large,Confirm Amy Coney Barrett | Change My Mind,"Steven Crowder takes to a college campus to have real conversations with real people. In this installment, Steven discusses why Supreme Court nominee Amy Coney Barrett should be confirmed before the 2020 election.",NO,,
acccf71390bcff87,1506127536,Making the Argument with Nick Freitas,medium,Has the Left Captured Our Military?,"Has the Left ideologically captured our military and national guard? Nick sits down with Dan Abbott of the Virginia National Guard, who was expelled from the service as part of a massive Left-wing purge. SPONSOR: Lear Capital The best way to invest in gold and silver is with Lear Capital. Get your FREE Gold and Silver investor guides from Lear Capital. And, receive up to $15,000 in FREE bonus metals with a qualified purchase. Call them today at 800-707-4575 or go to: Nick4Lear.com ----- SPONSOR: Good Ranchers This holiday season, give something everyone will remember. A Good Ranchers gift box isn’t just filled with 100% American-raised meat—it’s filled with moments waiting to happen. Because when the box arrives, a story begins. We eat Good Ranchers every single day and we know you'll love it. Use PROMO CODE NICK for FREE MEAT & $40 OFF: ----- SPONSOR: Brave Books We can’t control what messages are out there, but we can prepare our kids to meet it with courage and conviction. Brave Books teach valuable lessons of truth, courage, sacrifice, faith, and love of country through stories kids actually want to read. Use code NICK for 20% OFF your first order: BraveBooks.com/NICK ----- GET YOUR MERCH HERE: BECOME A MEMBER OF THE IC: Instagram: www.instagram.com/nickjfreitas/ Facebook: Tw",YES,Dan Abbott,
47c1d679938a865c,1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,medium,Episode 187 | Nowhere Close to Finished,"This week: Democratic National Convention is going on in Chicago; Trump tries to get Judge Merchan off of the Manhattan case prior to sentencing; Lin Wood is found liable for defamation against his former partners; Mark Meadows is trying to move his Arizona case to federal court; the FBI serves a search warrant on Demetri Simes; and NYC Mayor Eric Adams has been subpoenaed. Allison Gill Harry Dunn Harry Dunn | Substack @libradunn1.bsky.social on Bluesky Want to support this podcast and get it ad-free and early? Go to: Tell us about yourself and what you like about the show - Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data for advertising.",NO,,
09d3b6a11c68ccbf,1169056746,The Playbook Podcast,large,6-Nov-19,"What to make of the election results, what the GOP really thinks about impeachment and more in today's Audio Briefing.",NO,,
399a3debaca531c7,1725442221,Hawk Podcasts,small,Four Ways to Save America,"Next, Hawk calls for expanding the Supreme Court by four seats, drawing nominees from federal judges who held the line against the Trump administration, including Judge Boasberg. Ketanji Brown Jackson gets the nod for Chief Justice. Puerto Rico and Washington DC become states, adding four new senators and giving millions of Americans real representation for the first time. Roe v. Wade gets codified into law nationwide. And critically, Hawk argues Chuck Schumer and Hakeem Jeffries must not lead the Senate or House, citing their stated loyalties to foreign interests over their own base. All four items fit on one piece of paper. Voting rights. Court reform. Statehood. Reproductive rights. That's the plan. SUPPORT & CONNECT WITH HAWK - Support on Patreon: - Hawk's Merch Store: - Connect on TikTok: - Connect on TikTok: - Connect on BlueSky: - Connect on Substack: - Connect on Facebook: - Connect on Instagram: - Connect on Twitch: ALL HAWK PODCASTS INFO - Additional Content Available Here: - Listen to Hawk Podcasts On Your Favorite Platform: Spotify: Apple Podcasts: YouTube: iHeartRadio: Pandora:",NO,,
8e54637af09c4909,1587936366,The Inside Story Podcast,medium,Why is Pakistan deporting Afghan refugees?,"Pakistan under fire for its mass deportation plans. Islamabad says about three million Afghan refugees and migrants must leave the country this year. It's cited security concerns but are they founded? And what future awaits those deportees in Afghanistan? In this episode: Waleed Karyab, Human Rights Activist. Horia Mosadiq, Executive Director, Conflict Analysis Network. Imtiaz Gul, Executive Director, Center for Research and Security Studies. Host: James Bays Connect with us: @AJEPodcasts on Twitter , Instagram, Facebook",YES," Waleed Karyab; Horia Mosadiq, Imtiaz Gul; James Bays",
04c750fbdb2decf0,1265845136,Stay Tuned with Preet,large,Seeking Justice for Sergei Magnitsky (with Bill Browder),"Bill Browder is a British hedge fund manager and a vocal critic of Vladimir Putin. Since his friend Sergei Magnitsky was killed in a Russian prison, Browder has led an international campaign to punish his killers — some of the most powerful people in Russia. Not by bringing them to trial, but by restricting their travel and cash flow. Browder speaks with Preet about the dangers of Putin and his own quest for justice. Preet's riveting conversation with Bill Browder first aired in October. Do you have a question for Preet? Tweet them to @PreetBharara with the hashtag #askpreet, email staytuned@cafe.com, or call 669-247-7338 and leave a voicemail. See omnystudio.com/listener for privacy information. Learn more about your ad choices. Visit podcastchoices.com/adchoices",YES,Bill Browder,
41e067ec998b448b,1367201919,Deadline: White House,medium,“Major developments in the Jeffrey Epstein case”,"For more, follow us on Instagram @deadlinewh. To listen to this show and other MSNBC podcasts without ads, sign up for MSNBC Premium on Apple Podcasts. For more from Nicolle, follow and download her podcast, “The Best People with Nicolle Wallace,” wherever you get your podcasts. To listen to this show and other MS podcasts without ads, sign up for MS NOW Premium on Apple Podcasts. Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data for advertising.",NO,,
2e144e81e05b30d6,1551582052,The Lincoln Project,medium,143: The DOJ is Watching with David H. Laufman,"Host Reed Galen is joined by David H. Laufman, Partner at Wiggin and Dana LLP and former Federal Prosecutor with the Department of Justice to discuss the latest with the House Select Committee on January 6th public hearings, what exactly the DOJ is looking for as they watch these hearings, and the different prosecution scenarios that could play out after the hearings. Plus, is political violence coming to a head in our nation? Learn more about your ad choices. Visit megaphone.fm/adchoices",YES,David H. Laufman,
b4bf0e3ca14d9f2f,1818418128,Pod Force One,small,PF1 Monday Mini: GOP Infighting Doesn't Bode Well for Midterms,"Senate and House Republicans are at war over DHS funding leaving the government partially shutdown as they take a two week break. Meanwhile, there are other signs of growing conservative fractures. Miranda takes a look at the infighting and is hopeful that, despite it, voters will realize Democrat ideas are far worse. Learn more about your ad choices. Visit megaphone.fm/adchoices",NO,,
6b8ab5c0ca6adf48,1441649707,Straight White American Jesus,large,Spirit & Power Episode 6: Election Predictions for November 5th (and beyond),"Subscribe for $5.99 a month to get bonus content most Mondays, bonus episodes every month, ad-free listening, access to the entire 700-episode archive, Discord access, and more: Los Angeles Event: San Diego Event: In this episode of Spirit & Power: “Election Predictions for November 5th (and beyond)’” Dr. Leah Payne is joined by Elle Hardy, an independent journalist who has followed the neo-charismatic movement around the globe and documented it in her book, Beyond Belief: How Pentecostal Christianity is Taking Over the World, and returning guests Dr. Flavio Hickel Jr., Dr. Erica Bryand Ramirez, and Karrie Gaspard-Hogewood. Less than a week away from a highly anticipated election day, how will charismatics and Pentecostals in the United States make their voices known on November 5th and in the days that follow? This week’s guests make their 2024 election predictions. Resources & Links: Flavio Hickle Jr. Born-again Christians are less Southern Baptist than they used to be Some Latinos say immigrants hurt their social status, research shows “The Future of “Born-Again Evangelicalism” Is Charismatic and Pentecostal,” Fanhao Nie, Ph.D., Flavio Rogerio Hickel Jr., Leah Payne, Tarah Williams, Ph.D. for the Public Religion Research Institute Erica Ramirez The Christian sect that has always cheered on Donald Trump Church-Hopping In Texas The real ghouls? The Evangelical Voter Elle Hardy Beyond Belief: How Pentecostal Christianity Is Taking Over the World Demons be gone: meeting America’s new exorcists Australian Christian group fights claim it was linked to leader of Kenya starvation massacre doomsday cult The Right-Wing Christian Sect Plotting a Political Takeover The Sexual Abuse Scandal That’s Engulfed the Evangelical Movement The Global Rise of Narco-Pentecostalism Leah Payne The Trump Shal",YES,Elle Hardy; Flavio Hickel Jr.; Erica Bryand Ramirez; Karrie Gaspard-Hogewood; Leah Payne,
4e123d867388826c,1476110521,Useful Idiots with Katie Halper and Aaron Maté,medium,"Covid-19 With Virologist Dr. Christian Bréchot, Plus Rambo Goes to Venezuela","Leading virologist Dr. Christian Bréchot discusses the origins of Covid-19, how the virology and wider scientific communities are working together for solutions, how a vaccine may get developed, and why he doesn’t expect one any time soon. Katie and Matt break down the botched coup in Venezuela Merch Link: Learn more about your ad choices. Visit podcastchoices.com/adchoices Our Sponsors: * Check out Avocado Green Mattress: * Check out Chilipad and use my code USEFUL for a great deal: * Check out Mint Mobile and use my code mintmobile.com/USEFUL for a great deal: * Check out Quince and use my code quince.com/useful for a great deal: * Check out Quince and use my code quince.com/useful for a great deal: Advertising Inquiries: Privacy & Opt-Out:",,,
b8e9e8e68495abae,1138657182,Liberty Lockdown,medium,Everything we know about the Vegas and NOLA attacks so far,"The New Year started off...well, badly. I spent the past 24 hours diving into these events to give you a quick rundown on what I think is happening and who could be behind it. I promise you you'll hear things here you haven't heard anywhere else. Today's show was brought to you by Monetary Metals. to learn more. go to www.joincrowdhealth.com/ and use promo code LOCKDOWN at sign-up to get your first 3 months at just $99/per month Check out my show over on Fountain: Become a supporting member of Liberty Lockdown here!: This is where I do monthly AMA's for supporting members only Super valuable stuff! Twitter: Pickup LL shirts over at NEW DESIGNS JUST DROPPED All links: Linktree: As always, if you leave a five star review on Apple Podcasts with your social media handle I'll read it on next weeks show (audio version only)! Love you long time Liberty Lockdown presents a variety of opinions, sometimes opposing and controversial. They are not representative of the host of the podcast. Guests are encouraged to express their opinions in a safe and equitable environment.",NO,,
b3a8fc0a72f547ee,1876034889,Breaking News from Pod Save America,medium,"Political Experts React To Weird Trump AI Video, Graham Platner and Zohran Mamdani","Dan Pfeiffer and Jon Favreau react to the week’s political ads and viral videos — including Trump’s racist A.I. clip, Graham Platner’s speech, and Zohran Mamdani’s latest ad. CHAPTERS - Political Experts React is Back - Trump's Racist A.I. Video - Graham Platner's Viral Speech - Zohran Mamdani Ad Campaign SUBSCRIBE to Dan's Message Box Newsletter: Learn more about your ad choices. Visit megaphone.fm/adchoices",YES,Dan Pfeiffer; Jon Favreau,
cb771e982e000d27,1317356120,The Peter McCormack Show,large,"#184 - Helen Pluckrose - Liberalism, Free Speech & the Authoritarian Turn","Helen Pluckrose joins me to discuss how liberalism was lost and why free speech, individual liberty and viewpoint diversity need to be defended from both the authoritarian left and the authoritarian right. Helen explains why liberalism does not mean “left wing”, why it is better understood as the opposite of authoritarianism, and how critical social justice, identity politics and language policing have changed the way people think, speak and behave. We discuss woke ideology, DEI, equality vs equity, trans rights, queer theory, free speech, institutional capture and why suppressing ideas usually makes them more powerful. We also get into whether Britain needs a liberal revolution, how the anti-woke movement can become authoritarian itself, and why the future may depend on liberals on the left and right defending freedom within their own tribes. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - TIMESTAMPS: - What Liberalism Really Means - How Did We Lose the 90s? - Phones, Algorithms and Anxiety - What Has Changed? - Woke and Language Policing - Liberalism vs Authoritarianism - How Liberalism Was Lost - Why Freedom Must Be Maintained - Can Institutions Stay Liberal? - Who Represents Liberalism Today? - DEI and Discrimination - Equality vs Equity - Is Pro-Trans Misogynistic? - Reality, Safety and Liberalism - Queer Theory and Biological Reality - How Civil Rights Became Language Policing - A Radical Defence of Freedom - Woke Corporatism - The Problem With Anti-Woke - Why Suppressing Speech Backfires - Do We Need a Liberal Revolution? - Can Sanity Return?",YES,Helen Pluckrose,
17c195fa5af880e4,1200016351,Pod Save the World,medium,Trump Is Humiliated by China,"Tommy & Ben discuss China’s summit in Tianjin, which brought together leaders from 20 countries, including India, Iran, Russia, and North Korea, and how it signals a major shift in global alliances. They talk about the schism between Trump and India’s President Narendra Modi and how Trump keeps conceding to China on issues like AI and student visas despite his many empty threats. Also covered: the administration’s illegal airstrike on a Venezuelan boat allegedly carrying drugs, the new for-profit ethnic cleansing plan for Gaza, how the gutting of USAID is hobbling the response to Afghanistan’s devastating earthquake, and Steve Witkoff’s stupendous incompetence in his role as special envoy for….everything. Then, Tommy speaks with journalist Jasper Nathaniel, who covers the West Bank on his Substack, Infinite Jaz . They talk about what life is like for Palestinians there, the far-right’s goal of achieving total annexation of the territory, and the pipe dream of a two-state solution. For a closed-captioned version of this episode, click here . For a transcript of this episode, please email transcripts@crooked.com and include the name of the podcast. Donate to Uplift Afghanistan’s earthquake relief efforts here .",YES,Jasper Nathaniel,
20b76409f8588027,1536984072,The Dishcast with Andrew Sullivan,medium,Jonathan Rauch On Dangers To Liberalism,"Jon and I go way back to the early days of the marriage movement. In this episode we discuss his important new book, The Constitution of Knowledge , and get into some heated exchanges over Trump, the MSM, and Russiagate — Jon as the optimistic liberal and me as the pessimistic conservative. You can listen to the episode right away in the audio player above (or click the dropdown menu to add the Dishcast to your podcast feed). Read the full transcript here . For three clips from my conversation with Jon — on what he calls “the weirdest and craziest social idea ever invented”; on the propaganda of Trump and the NYT; and on the best ways to reform Twitter — head over to our YouTube page . Meanwhile, many readers are responding to my conversation with Charles Murray last week . One quick take: Great to hear Charles Murray! I’m sure Twitter subsequently lost its mind — good. Screw ‘em. Has anyone been more unfairly maligned than this man? Twitter was oddly quiet. Another reader enjoyed the long conversation as well: Oh jeez, Andrew — I can imagine the fun mail you’ll be getting for this one, but it’s the episode I’ve been really looking forward to! I found it both insightful, and emotional. But after one day, what sticks out for me is the section about affirmative action. When Murray says that when he went to Harvard in 1961 there were few Blacks and that you KNEW they absolutely deserved to be there on merit and academic acumen, that rang true. But then … there was no acknowledgement by him",YES,Jonathan Rauch,
cf1edbf42ce7c13f,1200016351,Pod Save the World,medium,Drumbeat of war with North Korea,Tommy talks with Republican foreign policy expert Kori Schake about the eery similarity between the Trump administration’s comments about North Korea and the Bush administration’s rhetoric in the run-up to the Iraq war.,YES,Kori Schake,
b8832a8cd508fd57,1195206601,The Intercept Briefing,medium,Authoritarians Like Us,"National Security Adviser John Bolton is more powerful than ever and is obsessed with regime change in Tehran. His boss is threatening to bring the “end of Iran” as some news outlets help spread the administration’s unveiled attempt to gin up a Gulf of Tonkin-style justification for war. Iranian author and analyst Hooman Majd explains how we got here and how Iran’s leaders view the Trump administration. Trump loves to talk about locking up his political opponents and with William Barr as his attorney general, it may not be unthinkable. That is precisely what the former President of Brazil, Luiz Inácio Lula da Silva, is charging happened to him. Lula, the once popular leftist president of Brazil, is serving a 12-year prison sentence on corruption charges. But, in an exclusive prison interview with The Intercept’s Glenn Greenwald, Lula says his prosecution was an attempt to destroy him and the Workers Party he built. Greenwald discusses his interview and plays highlights of his conversation with Lula. Hosted on Acast. See acast.com/privacy for more information.",YES,Hooman Majd; Glenn Greenwald,
229ca7aadda0d461,219258773,Brian Kilmeade Show,large,Sen. John Thune: No excuse for disagreements to spill over into violence,Learn more about your ad choices. Visit podcastchoices.com/adchoices,NO,,
47c4b5964354a2db,1309354521,Majority 54,medium,Hunter Strikes Back,"Jason Kander and Ravi Gupta discuss developments in the sham impeachment hearing against President Biden and the new press conference outside of congress by Hunter Biden. Kander and Gupta then report on Special Counsel Jack Smith’s bold move this week taking Trump’s defense on presidential immunity to the Supreme Court. Jason and Ravi then discuss updates at home and abroad as Zelensky visits Washington to rally support for Ukraine, Biden and Benjamin Netanyahu clash on Gaza, and New York Democrats secure a huge win clearing the way for new maps. This and more on the podcast that helps you, the 54% of the country that votes for progress in every election, convince your conservative friends and family members to join our majority. This is Majority 54! Get a free thirty-day supply of SuperBeets Heart Chews and a free full-sized bag of turmeric chews valued at $25 by going to If you've listened for a while, you know that Ravi and Jason would be nothing without their AG1 See what all the hype is about when you go to and get a free year supply of Vitamin D and 5 free travel packs with your order. Majority 54 is a MeidasTouch Network production. Theme music provided by Kemet Coleman. Special thanks to Diana Kander. Majority 54 on Twitter: Jason on Twitter: Jason on Instagram: Ravi on Twitter: Ravi on Instagram: Learn more about your ad choices. Visit megaphone.fm/adchoices",YES,Jason Kander; Ravi Gupta,
86f460e46db7a036,1695205478,What Really Matters with Walter Russell Mead,small,What Does Trump’s Bombing of Iran Mean for the Middle East?,"This week, Walter and Jeremy discuss why China, Russia, and North Korea haven't come to Iran's aid, what Zohran Mamdani's primary victory in New York could mean for national politics, how Trump understands Europe and NATO better than Obama and Biden did, and what the long-term significance might be of America's bombing of Fordow.",NO,,
69afbb00ac68ddaa,1548554104,Volts,medium,Can data centers be good grid citizens?,"The frantic buildout of AI data centers is threatening to overwhelm electric grids, but what if they could be part of the solution? I chat with Jeff Bladen of Verrus, a company designing data centers to be ""good grid citizens"" from the ground up. We discuss how their novel architecture, combining large-scale batteries with a more efficient internal power network, provides flexibility that helps utilities and allows more compute to be built with less grid impact. This is a public episode. If you'd like to discuss this with other subscribers or get access to bonus episodes, visit www.volts.wtf/subscribe",YES,Jeff Bladen,
fc3ec8e000132dad,1549624070,Amarica's Constitution,medium,Immunity Therapy,"Former President Trump is making an extraordinary claim to the Supreme Court: that he is immune from criminal prosecution for crimes he may have committed while president. The Court has agreed to hear arguments on this proposition on April 25. We begin the preparation by posing the questions and taking them on. Professor Amar is an expert on Presidential immunities. Our analysis goes through originalism as well as precedent. This and subsequent episodes form an oral amicus brief of sorts - another “master class,” if you will. We also take a listener’s question seriously as we address the Comstock Act and related issues. CLE credit is available at podcast.njsba.com.",NO,,
2819b1accc96a817,1886801652,Sidebar with Katie Phang,small,VP Vance Caught Running to Hungary for Orban's Playbook,"While the world waits to see if Felon Trump will commit genocide this evening, JD Vance has been dispatched to Budapest to help fellow autocrat, Viktor Orban, win his fifth consecutive term in office. Katie Phang on why we need to be paying attention to Hungary. Subscribe to Katie Phang's YouTube Channel here: Subscribe to Katie's Substack here:",NO,,
4889c414826285d4,1640311112,The Necessary Conversation,small,See Ya Later Legislators,"This week on The Necessary Conversation , the Kultgen Family dives into the most chaotic week in American politics yet—featuring billion-dollar bills, flooded detention centers, and a potential UFC cage fight… on the White House lawn. 🔺 Big Beautiful Bill (BBB) Trump celebrates July 4th by signing the most aggressive bill of his presidency—permanently extending tax cuts for the rich, slashing Medicaid & SNAP, defunding Planned Parenthood, and making ICE the highest-budgeted federal agency. Who wins? The rich. Who loses? 12 million Americans who could lose healthcare. 🐊 Alligator Alcatraz A new migrant detention center in the Everglades floods within 24 hours of opening. Trump, DeSantis, and Kristi Noem tour it proudly while Laura Loomer jokes about “65 million meals” for gators. We ask: Is this a concentration camp? 🌊 Texas Floods & NWS Cuts 52 dead, 37 still missing after a catastrophic flood in central Texas. Forecasts missed the mark—was it because Trump gutted the National Weather Service? 💸 Trump Merch Madness From gold-plated perfume bottles to official “Alligator Alcatraz” baby onesies—Trump and the GOP are profiting from chaos. Would you buy this stuff? 🥊 UFC at the White House? Trump wants to host a pay-per-view UFC fight on the lawn. Is this entertainment, authoritarian spectacle—or both? 🎙️ Join Chad, Haley, Mary Lou, and Bob as we battle it out over America’s future in this brutally honest family debate. 👇 Watch now & join the conversation. #Politics #Trump #UFC #AlligatorAlcatraz #Healthcare #TheNecessaryConversation #KultgenFamily #MAGA #Biden #Democrats #Republicans #News #Podcast If you have a question for anyone on the show, record it in a 1 minute or under audio or video clip and send it to: thenecessaryconversationpod@gmail.com",NO,,
a3c02991f87c944a,387042247,Washington Today,small,"Weekend Edition: White House's $86.7B Supplemental Spending Request, Great American State Fair, and AEI Survey on American Attitudes on Civic Education and Patriotism","In this weekend's episode, three segments from this past week's Washington Journal. First: A discussion with NOTUS Senate reporter Igor Bobic – on the White House's $87.6 supplemental spending request. Then: Axios reporter Mimi Montgomery discussed this week's opening of the Great American State Fair on the National Mall here in Washington - part of America 250 celebrations. Finally: as we kick off America's 250th birthday - we speak with Karlyn Bowman of the American Enterprise Institute - on AEI's recent survey regarding American attitudes on civic education and patriotism. Learn more about your ad choices. Visit megaphone.fm/adchoices",YES,Igor Bobic; Mimi Montgomery; Karlyn Bowman,
68efe85ab0dabadb,1351411911,The TPM Show with Josh and Kate,medium,Convention Wisdom,Kate and Josh break down the first two nights of the DNC. See Privacy Policy at and California Privacy Notice at .,NO,,
72e93aa791d99997,354628391,Renegade Talk Radio,large,The Gestapo in FULL VIEW,"Roger Stone Arrested Charged with ""Process Crimes"" and CNN was Tipped Off -- We better Look Out Have a Great Weekend Richie",NO,,
030c658b1654871e,1647085571,The Next Level,medium,We're Not Fluffing Around,"It's been a month since all three of our gang have recorded the show together, so they're delving deep into the state of the presidential race now that the DNC has concluded. Plus, Tim, Sarah and JVL all get their own rant on what's infuriated them in politics. Head to lumen.me/THENEXTLEVEL for 15% off your purchase Go to greenchef.com/nextlevelclass for 50% off your first box + 50 FREE Credits with ClassPass!",NO,,
7b12f02846c5061a,1721969693,Politix,small,Our Brand Is Abortion,"This is a free preview of a paid episode. To hear more, visit www.politix.fm This week, Matt and Brian examine the quadrennial liberal October panic, and think through practical ways for Democrats to close strong: * Is it possible to increase the salience of Democrats’ top issues (abortion, democracy, and health care) when Trump is hoovering up attention to his fascist freakshow? * Might the fascist freakshow, for perverse reasons, be helping Trump keep the race close? * To what extent should working the media refs to focus on Trump outrages fit into the plan? SPOILERS: Matt answers those questions: Yes, maybe, and very little. Brian answers them: Maybe, no, quite a bit. Then, behind the paywall, a granular look at why Democrats shouldn’t fear racial depolarization. Have Democrats (wrongly) convinced themselves that they can’t increase their share of the white vote? Does it matter if homing in on issues like abortion and anti-fascism makes the Democratic coalition a little less rainbow? Are these issues resonant enough to deliver Kamala Harris a victory if Trump and his corrupt allies stage a rat fuck late in October? All that, plus the full Politix archive are available to paid subscribers—just upgrade your subscription and pipe full episodes directly to your favorite podcast app via your own private feed. Further reading: * The Our Brand Is Crisis documentary . * Brian on Barack Obama doing asking the Joseph Welch question of our generation . * Matt on how Harris can, should",NO,,
3b64499f29105149,1169056746,The Playbook Podcast,large,"June 24, 2022: Senate clears gun bill","On Thursday night, the Senate passed a bipartisan gun safety bill in a 65-33 vote that saw 15 Republicans join all 50 Democrats to support the bill. — How it happened: “In a Washington run by Baby Boomers and octogenarians, it took two 40-something Democrats with a yin-and-yang approach to get a gun safety deal done,” Burgess Everett and Marianne LeVine write in a behind-the-scenes look at the making of the compromise. Listen to Playbook Deep Dive: New Jan. 6 witness: Trump had mystery call with Putin Raghu Manavalan is the Host of POLITICO's Playbook.Jenny Ament is the Executive Producer of POLITICO Audio.",NO,,
15d7c7f7bbe36e0e,1556687660,Candace Owens,medium,"Democrat Hoaxes, CRT & Fighting For America","Candace dishes on her all time favorite Democrat hoax. Plus, learn how to fight against CRT at school and get advice on what you can do today to fight for America. Learn more about your ad choices. Visit podcastchoices.com/adchoices",NO,,
c183b901eddacde4,474763182,The Globalist,small,"Israel’s ground invasion into Lebanon begins, as France pushes for direct talks","The IDF begins a ground invasion in southern Lebanon. Then: How is global aviation being disrupted by war? Plus: Myanmar’s new parliament convenes, Artemis II’s moon mission and cherry-blossom season begins in Japan. See omnystudio.com/listener for privacy information.",NO,,
1e3e0d75518c6d66,1367201919,Deadline: White House,medium,“Leave no survivors”,"Nicolle Wallace covers Defense Secretary Pete Hegseth’s order to the military to leave no survivors on a strike against boats in the Caribbean. Reporting in The Washington Post suggests that current and former members of the military are unsure if all the people on the targeted boat were guilty of drug trafficking —Hegseth’s primary justification for the strikes. While the Defense Department carries out boat strikes in the name of fighting drug trafficking, Nicolle, Andrew Weissmann, and Former Senator Claire McCaskill discuss Trump’s pardon of former Honduran President Juan Orlando Hernandez. Hernandez was found guilty of shipping “more than 500 tons of cocaine into the United States,” according to The New York Times. For more, follow us on Instagram @deadlinewh To listen to this show and other MS NOW podcasts without ads, sign up for MS NOW Premium on Apple Podcasts. For more from Nicolle, follow and download her podcast, “The Best People with Nicolle Wallace,” wherever you get your podcasts. To listen to this show and other MS podcasts without ads, sign up for MS NOW Premium on Apple Podcasts. Hosted by Simplecast, an AdsWizz company. See pcm.adswizz.com for information about our collection and use of personal data for advertising.",YES,Nicolle Wallace,
4a07e80086c4dbce,1648125917,Stay Free with Russell Brand,medium,"Trump THREATENS China ""NOBODY is getting off the hook"" As Trade War INTENSIFIES! – SF565","Trump issues a direct warning to China as the trade war escalates, making it clear that no country or corporation will escape new tariffs. Amid market chaos and Wall Street backlash, Trump doubles down on bringing manufacturing back to America—signaling a seismic shift from the globalist status quo. Call 1-(800)-958-1000 or visit to schedule a complimentary consultation. Go to and use promo code Russell to fetch a FREE Jumpstart Trial Bag for your Dog today!",NO,,
e815a03a32ec32e0,1654162813,The Kyle Seraphin Show,large,Hernando Arce vs SAPD | Ep 167,"Hernando Arce is just a regular American who escaped New York City for the freedom of Texas, America. As a member of the anti-lockdown group ""Beyond the Mask,"" Arce has found himself the unlikely voice standing up in his adopted state for the way Texas USED to be: a place that valued freedom and the Bill of Rights. This interview was sparked by a viral video of Arce being cuffed while simply documenting the mass illegal immigration transportation taking place through San Antonio Texas.____________________________________________________Today's podcast supported by Use PROMO CODE ""KYLE"" at these sites: SUSPENDABLES MERCH: 🇺🇸 Follow on Twitter: Follow on TruthSocial: 5-star Reviews (scroll to the bottom to leave one):",YES,Hernando Arce,
71d8cf2219491bd7,1093260018,Slate News,large,What Next - The Legacy of the Last Florida Recount,"Rick Hasen, founder of the Election Law Blog , explains how we got here: Shrinking away from the hard election reforms, ignoring the easy reforms, and enacting short-sighted remedies. Hasen is a professor at UC Irvine and a Slate contributor . Hosted on Acast. See acast.com/privacy for more information.",YES,Rick Hasen,
08b714028cb45f5e,1570432345,Firing Line with Margaret Hoover,small,A brave new world of media and politics: Natalie Winters and Adam Mockler,"Natalie Winters, co-host of Steve Bannon’s “War Room” podcast, and Adam Mockler, host of “The Adam Mockler Show” on YouTube, join Margaret Hoover for a discussion at Hofstra University about how their generation views politics and media. Winters, 24, defends her approach to reporting and denounces the “anti-disinformation industry” that she believes silences alternative views. She also addresses rifts within the Republican Party revealed by a recent clash between President Trump and Rep. Marjorie Taylor Greene. Mockler, 23, explains why authenticity attracts audiences online and reflects on the state of the Democratic Party, which he thinks should embrace aspects of both moderation and populism to succeed. The commentators debate President Trump’s immigration policies and broader attitudes toward immigration and assimilation. Winters and Mockler also take questions from Hofstra students about accountability in journalism, algorithms that promote extreme content, and desensitization toward tragedy. Support for Firing Line with Margaret Hoover is provided by Robert Granieri, Vanessa and Henry Cornell, The Fairweather Foundation, The Tepper Foundation, Peter and Mary Kalikow, The Beth and Ravenel Curry Foundation, Pritzker Military Foundation, Cliff and Laurel Asness, Katharine J. Rayner, Charles R. Schwab, Lindsay and George Billingsley, The Meadowlark Foundation, Jared Stone, and Al and Kathy Hubbard.",YES,Natalie Winters; Adam Mockler,
